date,latitude,longitude,number,expver,u10,v10,tp,u100,v100,si10,msr,msmr,ssr,es
19530201,34.24,75.24,0,0001,-1.0925789,-0.6822816,0.0029869403,-1.7708588,-0.3947878,1.618372,3.444258e-05,6.52887e-07,3247907.0,-2.7055255e-05
19530301,34.24,75.24,0,0001,-0.6674696,-0.17153484,0.009699792,-0.81221056,0.686695,1.3591957,0.00010994499,1.8720484e-06,3527654.0,-5.857466e-05
19530401,34.24,75.24,0,0001,-0.79879546,-0.32004732,0.0046721287,-1.2648954,0.023426492,1.2861433,5.180393e-05,3.5586505e-05,7021538.0,-0.00017202756
19530501,34.24,75.24,0,0001,-0.5626896,-0.22853911,0.0013516045,-0.8349245,-0.0803594,1.1670771,7.124562e-06,0.00013788839,15088375.0,-0.00014741693
19530601,34.24,75.24,0,0001,-0.19660622,0.056332335,0.0019688376,-0.19232726,0.17374253,1.0800285,8.5007065e-07,9.617167e-05,18912712.0,-5.2760835e-05
19530701,34.24,75.24,0,0001,0.04547347,0.17886543,0.009638727,0.11450809,0.24345857,1.1281052,9.2680943e-07,2.9249873e-05,15997443.0,1.6013536e-07
19530801,34.24,75.24,0,0001,0.1587385,0.27628732,0.0075686574,0.26061785,0.465986,1.1785965,1.2851633e-06,2.5908894e-06,15878449.0,7.381588e-07
19530901,34.24,75.24,0,0001,0.0018872353,0.13597006,0.003048437,0.050620053,0.28394574,1.2609034,9.698697e-07,9.938594e-07,16719291.0,1.0943444e-07
19531001,34.24,75.24,0,0001,-0.8635283,-0.28385973,0.005088657,-1.1843624,0.2502687,1.41821,5.3168522e-05,1.2558626e-05,7080600.0,-6.23903e-05
19531101,34.24,75.24,0,0001,-1.0898323,-0.59499407,0.003202773,-1.5184727,-0.07594395,1.607646,3.6371857e-05,1.434168e-07,3109614.0,-2.0667183e-05
19531201,34.24,75.24,0,0001,-1.0225801,-0.53252095,0.0052622706,-1.3619719,0.187576,1.52532,6.022444e-05,7.9600966e-08,2356021.0,-9.884038e-06
19540101,34.24,75.24,0,0001,-1.0265694,-0.61474323,0.0058051683,-1.4710617,-0.039614715,1.6678619,6.699182e-05,2.6251666e-08,2374775.0,-6.2084027e-06
19540201,34.24,75.24,0,0001,-0.7200521,-0.30351597,0.007953331,-1.1453714,0.35075223,1.3297882,9.13298e-05,4.7181987e-07,2538913.0,-3.281243e-05
19540301,34.24,75.24,0,0001,-0.83862644,-0.44344074,0.0037304985,-1.2189951,0.07783705,1.4340487,4.2052983e-05,2.5502995e-06,4488562.0,-6.3953514e-05
19540401,34.24,75.24,0,0001,-0.8657464,-0.48655218,0.0028573924,-1.4339685,-0.3188486,1.3820333,2.8420967e-05,5.240587e-05,7915801.0,-0.00018651564
19540501,34.24,75.24,0,0001,-0.90776426,-0.44710588,0.003554626,-1.3806763,-0.24963492,1.397829,3.2734228e-05,0.00013513834,10268186.0,-0.00016407002
19540601,34.24,75.24,0,0001,-0.47367448,-0.11334854,0.001302921,-0.7796567,0.047760814,1.1938868,5.456246e-06,5.8305493e-05,19028282.0,-9.328757e-05
19540701,34.24,75.24,0,0001,-0.2732842,0.095992625,0.002241217,-0.1836273,0.3435585,1.0418835,9.390263e-07,9.7698256e-05,16613916.0,-3.6015263e-05
19540801,34.24,75.24,0,0001,0.04749465,0.24806643,0.002317523,0.28061748,0.4789964,1.1854858,9.2531786e-07,6.1194354e-05,17986212.0,-5.7598623e-07
19540901,34.24,75.24,0,0001,-0.03232786,0.15613353,0.007916097,0.03002024,0.38234353,1.2425957,2.277347e-05,3.6719202e-06,15289643.0,-1.0379677e-05
19541001,34.24,75.24,0,0001,-0.8185806,-0.36889666,0.0012999594,-1.414177,-0.33073634,1.3691225,1.18876005e-05,4.015602e-06,10984737.0,-4.761049e-05
19541101,34.24,75.24,0,0001,-0.7652679,-0.38010633,0.0026042585,-1.2490988,-0.12506753,1.2804451,2.9848321e-05,1.7330203e-06,6644058.0,-5.864726e-05
19541201,34.24,75.24,0,0001,-1.1288042,-0.82134855,0.0013051392,-1.8411837,-0.80949306,1.7180567,1.50501955e-05,6.5317806e-08,2997774.0,-1.5505633e-05
19550101,34.24,75.24,0,0001,-1.0171862,-0.70249796,0.0034980888,-1.6488676,-0.47421724,1.6053934,4.047391e-05,1.0172516e-07,2622411.0,-1.289923e-05
19550201,34.24,75.24,0,0001,-0.99596363,-0.7174214,0.0006549724,-1.5191822,-0.49595308,1.5832682,7.5690614e-06,3.820112e-07,4559221.0,-5.7224563e-05
19550301,34.24,75.24,0,0001,-0.6944176,-0.27974844,0.00833049,-0.79489905,0.4881572,1.3239889,9.497651e-05,1.3590925e-06,3567863.0,-5.5377197e-05
19550401,34.24,75.24,0,0001,-0.7875609,-0.3662514,0.004231535,-1.2962484,-0.1448965,1.3195829,4.6580055e-05,5.91354e-06,5728380.0,-9.401525e-05
19550501,34.24,75.24,0,0001,-0.76629853,-0.32403743,0.0047472753,-1.3111067,-0.17004883,1.1887379,4.4487795e-05,9.79359e-05,8455917.0,-0.00017894967
19550601,34.24,75.24,0,0001,-0.5578234,-0.29020375,0.0010771782,-0.91557485,-0.3144707,1.2247438,2.6972793e-06,0.00010186687,18304144.0,-0.0001176231
19550701,34.24,75.24,0,0001,-0.34300137,-0.00017999651,0.0033744131,-0.344868,0.060285028,1.131999,5.1862826e-06,8.67967e-05,17350044.0,-4.0114086e-05
19550801,34.24,75.24,0,0001,0.04057609,0.11814356,0.0059009977,0.13715321,0.20232397,1.0655775,6.8542043e-09,3.3215474e-05,15072626.0,2.4663495e-06
19550901,34.24,75.24,0,0001,0.11322039,0.27324653,0.0022235033,0.28863388,0.53930837,1.2846489,2.255034e-06,9.527347e-07,17324234.0,-3.202116e-07
19551001,34.24,75.24,0,0001,-1.0237617,-0.52615595,0.005242482,-1.7703142,-0.48508292,1.4994144,4.4622822e-05,2.7133836e-05,8998353.0,-7.152016e-05
19551101,34.24,75.24,0,0001,-1.2178555,-0.7530777,5.2984702e-05,-2.151472,-0.8733075,1.692193,5.872373e-07,5.6637077e-08,10519839.0,-5.3293974e-05
19551201,34.24,75.24,0,0001,-0.97572535,-0.5661027,0.001966299,-1.5301495,-0.27055234,1.5157223,2.2586813e-05,4.115999e-08,4922363.0,-4.515155e-05
19560101,34.24,75.24,0,0001,-1.0578499,-0.69583184,0.00468494,-1.6387949,-0.34673125,1.6867447,5.4184013e-05,8.054485e-09,2492685.0,-6.6475422e-06
19560201,34.24,75.24,0,0001,-0.93764615,-0.5185817,0.0041229315,-1.3980379,-0.047756545,1.5215425,4.7237932e-05,8.558522e-07,3729466.0,-3.8393264e-05
19560301,34.24,75.24,0,0001,-0.755361,-0.31400627,0.006828204,-1.1356506,0.29669172,1.3057222,7.8119294e-05,1.9843656e-06,3580459.0,-5.9176193e-05
19560401,34.24,75.24,0,0001,-0.8305731,-0.3881706,0.0038390525,-1.3332376,-0.095466256,1.3340435,3.8596365e-05,6.2233026e-05,7985450.0,-0.00017927223
19560501,34.24,75.24,0,0001,-0.8221089,-0.45554525,0.00087209814,-1.2563372,-0.46765935,1.423706,3.6491256e-06,8.895392e-05,17909140.0,-0.00013298914
19560601,34.24,75.24,0,0001,-0.34106487,0.026114725,0.0025977925,-0.43530387,0.22597241,1.0658102,7.34905e-06,6.906202e-05,17265974.0,-6.893424e-05
19560701,34.24,75.24,0,0001,-0.14906615,0.01982437,0.0071075857,-0.091946006,0.06344342,1.0383234,1.6724262e-06,6.4696855e-05,14567740.0,-1.476551e-06
19560801,34.24,75.24,0,0001,0.14937913,0.15432054,0.0062212422,0.23830622,0.25342304,1.1122255,2.159075e-07,2.6731402e-07,15662674.0,1.9651719e-07
19560901,34.24,75.24,0,0001,0.07983917,0.09876907,0.0016599789,0.2601034,0.27532417,1.2809868,1.7718121e-06,5.551907e-07,18206330.0,2.2143007e-07
19561001,34.24,75.24,0,0001,-0.96175826,-0.40840077,0.003676773,-1.6198292,-0.33125174,1.5148401,1.907286e-05,3.3461956e-06,10431039.0,-3.3733682e-05
19561101,34.24,75.24,0,0001,-1.0396347,-0.57875156,0.00017352647,-1.7650881,-0.54990727,1.5671072,1.8661722e-06,6.875551e-07,9875147.0,-2.5646383e-05
19561201,34.24,75.24,0,0001,-1.1544514,-0.7468779,0.004274711,-1.626194,-0.39434522,1.7264576,4.9269278e-05,7.754613e-08,2914638.0,-2.230586e-05
19570101,34.24,75.24,0,0001,-0.914744,-0.4844764,0.0069601424,-1.4156046,0.12869251,1.5289288,8.043242e-05,1.6705606e-08,2120924.0,-1.2566312e-05
19570201,34.24,75.24,0,0001,-0.895811,-0.5162285,0.00364314,-1.3377857,0.042763732,1.5547972,4.204389e-05,0.0,3311897.0,-2.2727705e-05
19570301,34.24,75.24,0,0001,-0.926441,-0.5193032,0.005492408,-1.5486879,-0.24875838,1.4283934,6.259902e-05,2.0804164e-06,3947038.0,-4.642291e-05
19570401,34.24,75.24,0,0001,-0.5674678,-0.2102794,0.008884236,-0.8468529,0.3042243,1.2263126,9.9939876e-05,1.865992e-05,5565862.0,-0.00013536162
19570501,34.24,75.24,0,0001,-0.62049085,-0.19845521,0.0048316307,-0.9465749,0.19159275,1.1856136,4.424373e-05,0.000101349535,7953635.0,-0.00012706594
19570601,34.24,75.24,0,0001,-0.76920986,-0.3534158,0.002234345,-1.2565365,-0.3661312,1.2827597,1.3876797e-05,0.00014089757,15136716.0,-0.0001607973
19570701,34.24,75.24,0,0001,-0.4845602,-0.10470796,0.0017776517,-0.58044064,0.042389028,1.1296263,5.7918044e-07,9.661283e-05,18160164.0,-7.448612e-05
19570801,34.24,75.24,0,0001,-0.33572644,0.02876592,0.004492063,-0.29587543,0.1518417,1.1428375,7.0838223e-06,7.697959e-05,15055478.0,-1.9023792e-05
19570901,34.24,75.24,0,0001,-0.019465793,0.23930806,0.0020136384,0.06105133,0.44380695,1.3098688,9.641336e-06,1.0013996e-05,17364288.0,-8.21853e-06
19571001,34.24,75.24,0,0001,-0.63187736,-0.18374842,0.006259922,-0.9660514,0.0155854,1.3961248,6.733286e-05,5.512703e-06,8697934.0,-4.534694e-05
19571101,34.24,75.24,0,0001,-1.1998224,-0.6779669,0.0059912317,-1.6665602,-0.017550722,1.7084332,6.8243244e-05,4.920471e-07,2642893.0,-1.3736609e-05
19571201,34.24,75.24,0,0001,-1.1038599,-0.6739341,0.0037870468,-1.5829306,-0.031585205,1.6804657,4.3467022e-05,5.2276505e-07,2211549.0,-1.1977808e-05
19580101,34.24,75.24,0,0001,-1.0361748,-0.66191787,0.004077863,-1.5787668,-0.22194564,1.5732031,4.6594927e-05,2.708192e-07,2434822.0,-1.8577193e-05
19580201,34.24,75.24,0,0001,-1.0469913,-0.7347883,0.0021510178,-1.7412443,-0.5769713,1.6300497,2.4771769e-05,2.0255544e-07,4248695.0,-4.7128822e-05
19580301,34.24,75.24,0,0001,-0.92387867,-0.49798566,0.0060333237,-1.4462748,-0.04699445,1.4403334,6.865378e-05,1.725266e-06,4058695.0,-5.31533e-05
19580401,34.24,75.24,0,0001,-0.8765994,-0.417683,0.004761208,-1.3494806,-0.085344374,1.3253918,4.9721843e-05,6.413605e-05,7465199.0,-0.00013087783
19580501,34.24,75.24,0,0001,-0.6433686,-0.19898063,0.005101841,-1.0092201,0.12416303,1.1651983,4.500276e-05,0.000111317175,8889685.0,-0.00017825104
19580601,34.24,75.24,0,0001,-0.82691914,-0.37362432,0.0013444128,-1.3996105,-0.3703438,1.3645716,8.955919e-06,6.335066e-05,16488308.0,-0.00010078252
19580701,34.24,75.24,0,0001,-0.51515543,-0.15443629,0.004783407,-0.74816984,-0.10302061,1.0632915,6.135757e-06,8.970515e-05,17348736.0,-6.235603e-05
19580801,34.24,75.24,0,0001,-0.39373767,0.057646174,0.004481923,-0.4556442,0.26315773,1.0889139,6.943311e-06,7.094789e-05,15351413.0,-4.746247e-05
19580901,34.24,75.24,0,0001,-0.2798134,0.06930673,0.003384379,-0.31493348,0.26620275,1.117074,1.165191e-05,5.9391677e-05,13346757.0,-2.2816806e-05
19581001,34.24,75.24,0,0001,-0.92374516,-0.3379047,0.0013768547,-1.4663363,-0.08204168,1.4753199,1.3648663e-05,6.122008e-06,10786392.0,-5.5335186e-05
19581101,34.24,75.24,0,0001,-1.0465822,-0.46623653,0.002486528,-1.2908049,0.41778296,1.632762,2.8245253e-05,2.927705e-07,5305930.0,-1.8385326e-05
19581201,34.24,75.24,0,0001,-1.1913595,-0.6893304,0.004250914,-1.7364569,-0.02769313,1.7750969,4.871194e-05,1.0140343e-07,2649219.0,-3.995422e-05
19590101,34.24,75.24,0,0001,-1.156558,-0.7451393,0.0038379384,-1.8428736,-0.45665634,1.7579279,4.4130793e-05,1.1692492e-07,2674264.0,-1.2296445e-05
19590201,34.24,75.24,0,0001,-0.88856906,-0.4527071,0.0070946813,-1.2452745,0.35069895,1.5713463,8.202231e-05,0.0,2950309.0,-1.6769496e-05
19590301,34.24,75.24,0,0001,-0.8638979,-0.43876052,0.006456651,-1.0734215,0.29098994,1.4828901,7.291364e-05,3.410626e-06,3953232.0,-3.9615406e-05
19590401,34.24,75.24,0,0001,-0.9601048,-0.5590063,0.0030980993,-1.6001434,-0.44201416,1.4633617,3.2453085e-05,4.9503607e-05,7682391.0,-0.0001758832
19590501,34.24,75.24,0,0001,-0.6862794,-0.25587302,0.007467501,-1.0520058,0.05672028,1.2421293,5.972339e-05,0.00015161581,9610550.0,-0.0001668761
19590601,34.24,75.24,0,0001,-0.50530106,-0.1758669,0.0019402774,-0.8732045,-0.113410294,1.217349,6.7010415e-06,8.3041814e-05,19842986.0,-0.000114372146
19590701,34.24,75.24,0,0001,-0.38325244,-0.06291163,0.009748902,-0.46166795,0.13358659,0.9887831,2.1271626e-05,9.3497074e-05,14659981.0,-3.7066362e-05
19590801,34.24,75.24,0,0001,-0.22633392,0.06381953,0.0025365476,-0.11508179,0.2019136,1.0819054,1.0624018e-07,8.753507e-05,15933708.0,-1.0533883e-05
19590901,34.24,75.24,0,0001,0.06275171,0.0402841,0.0035105243,0.16075492,0.09410447,1.1454134,1.0281308e-08,0.0,16138513.0,1.0477379e-08
19591001,34.24,75.24,0,0001,-0.25469542,0.0075491443,0.002550346,-0.24115759,0.20119429,1.2776175,1.789679e-05,4.0213818e-06,13187311.0,-1.893245e-05
19591101,34.24,75.24,0,0001,-1.1336222,-0.6182201,0.0037196605,-1.4991932,0.04041791,1.6183672,4.2400425e-05,2.3489969e-07,2962532.0,-2.9475093e-05
19591201,34.24,75.24,0,0001,-1.1790962,-0.62975085,0.0025244558,-1.6238394,0.1831134,1.7792282,2.8396258e-05,7.4230286e-08,2774038.0,-6.4672295e-06
19600101,34.24,75.24,0,0001,-1.2108212,-0.77836794,0.00285505,-1.9802208,-0.53728026,1.7933283,3.3028162e-05,4.352942e-08,2918614.0,-1.3571291e-05
19600201,34.24,75.24,0,0001,-1.0685644,-0.69669247,0.0022673795,-1.5841761,-0.27173883,1.635251,2.6046415e-05,9.2633803e-07,3673147.0,-2.604202e-05
19600301,34.24,75.24,0,0001,-0.6278695,-0.09065789,0.009656571,-0.87730443,0.75628436,1.22752,0.000109892775,1.4997531e-06,3348420.0,-5.7703714e-05
19600401,34.24,75.24,0,0001,-0.672607,-0.1807093,0.0059825107,-0.98797494,0.31561643,1.2271767,6.404282e-05,2.416833e-05,6077099.0,-0.00013904239
19600501,34.24,75.24,0,0001,-0.8462621,-0.32107365,0.0053409413,-1.2778101,0.09260017,1.3287106,4.3389315e-05,0.00013008692,9613630.0,-0.00015624476
19600601,34.24,75.24,0,0001,-0.75985456,-0.35645145,0.0010146967,-1.321001,-0.39725995,1.3341475,4.0775158e-06,6.984743e-05,18210000.0,-0.00013456536
19600701,34.24,75.24,0,0001,-0.4615602,-0.123054326,0.005234301,-0.6072617,-0.0036088636,1.0793552,3.27631e-06,9.9342156e-05,16873680.0,-6.153992e-05
19600801,34.24,75.24,0,0001,-0.0758962,0.102222025,0.0035702034,0.07627612,0.2038477,1.1047659,1.2337568e-07,6.903557e-05,16355829.0,-2.388263e-06
19600901,34.24,75.24,0,0001,0.083548546,0.21580434,0.0019465582,0.2500885,0.44445485,1.3566599,2.636486e-06,2.4743686e-06,17969144.0,-2.0467169e-06
19601001,34.24,75.24,0,0001,-0.055402588,0.1667288,0.0006820457,-0.007601179,0.3769613,1.3391409,5.553432e-06,2.8918903e-06,14374524.0,-5.4175835e-05
19601101,34.24,75.24,0,0001,-0.84717715,-0.38935202,0.0027245623,-1.083044,0.10123855,1.4617271,3.090642e-05,5.0069735e-07,5187927.0,-5.245574e-05
19601201,34.24,75.24,0,0001,-1.2007685,-0.77392554,0.0047420263,-1.7726908,-0.32160026,1.8417301,5.463588e-05,2.2245757e-07,2518510.0,-1.3111531e-05
19610101,34.24,75.24,0,0001,-1.1358576,-0.66963,0.0062357597,-1.7962885,-0.22328854,1.7337246,7.198418e-05,9.572801e-08,2571083.0,-1.4087329e-05
19610201,34.24,75.24,0,0001,-0.84107035,-0.49454057,0.0031674001,-1.0574179,0.11557257,1.5155067,3.6647965e-05,0.0,3373160.0,-1.825807e-05
19610301,34.24,75.24,0,0001,-0.7785029,-0.39363033,0.0046107545,-1.0632839,0.15659022,1.4003754,5.2726755e-05,2.3972843e-06,4380450.0,-4.965978e-05
19610401,34.24,75.24,0,0001,-0.7003842,-0.2943753,0.006879315,-1.1290836,0.0942626,1.2697802,7.290678e-05,3.7129415e-05,6623990.0,-0.00017761672
19610501,34.24,75.24,0,0001,-0.87260205,-0.45404536,0.0014695781,-1.5388727,-0.5149294,1.3240032,1.0836652e-05,0.00014471082,12846045.0,-0.0002568469
19610601,34.24,75.24,0,0001,-0.35893548,-0.049907714,0.002983677,-0.5648205,0.08906126,1.0736494,1.1122293e-05,7.312508e-05,18245576.0,-9.546334e-05
19610701,34.24,75.24,0,0001,-0.22054237,0.14166075,0.0042488575,-0.13116676,0.30820245,1.0438547,6.511493e-08,9.425846e-05,15102631.0,-1.2278259e-05
19610801,34.24,75.24,0,0001,0.15360188,0.19041383,0.0049460717,0.30384845,0.2976488,1.1797428,1.6964157e-07,1.6450093e-07,16901896.0,5.040987e-08
19610901,34.24,75.24,0,0001,0.16106373,0.20235401,0.0037682548,0.33374447,0.4033779,1.1882925,2.6045984e-07,2.6045984e-07,16044807.0,1.16595004e-07
19611001,34.24,75.24,0,0001,-0.33787566,0.15507585,0.0023930147,-0.36053675,0.55565304,1.3513861,2.5287096e-05,1.7476204e-06,11990295.0,-3.748275e-05
19611101,34.24,75.24,0,0001,-1.176507,-0.7647684,0.003847933,-1.801322,-0.53851604,1.757967,4.407052e-05,3.6313116e-07,3174169.0,-2.1818225e-05
19611201,34.24,75.24,0,0001,-1.2565098,-0.9006771,0.0018936007,-1.9503164,-0.7748615,1.885746,2.1915548e-05,1.276785e-07,2735284.0,-1.0689783e-05
19620101,34.24,75.24,0,0001,-1.1669483,-0.8239395,0.0018121065,-1.7262201,-0.5121492,1.8106918,2.0956359e-05,2.4670595e-07,2895939.0,-1.5494137e-05
19620201,34.24,75.24,0,0001,-0.918903,-0.54862916,0.0043810345,-1.4002609,-0.13713759,1.4773884,5.0444112e-05,4.7402153e-07,3343125.0,-3.0561467e-05
19620301,34.24,75.24,0,0001,-0.90632665,-0.5819866,0.0030316033,-1.5889978,-0.523925,1.3837633,3.4802302e-05,4.073542e-06,5208596.0,-9.691657e-05
19620401,34.24,75.24,0,0001,-0.62783563,-0.17953527,0.006530579,-0.8593752,0.3716963,1.196537,6.6850334e-05,6.412978e-05,6942246.0,-0.00015606242
19620501,34.24,75.24,0,0001,-0.69393265,-0.23545921,0.0027676006,-1.0656719,0.004601162,1.2150688,2.3804707e-05,7.9840596e-05,11307432.0,-0.0001370593
19620601,34.24,75.24,0,0001,-0.49478698,-0.12896049,0.0022304961,-0.8205625,-0.064673245,1.1745329,7.72426e-06,5.564191e-05,18013242.0,-0.000108132095
19620701,34.24,75.24,0,0001,-0.2445522,0.11900926,0.0047427714,-0.15004593,0.35209268,1.0595417,1.9397403e-06,9.726835e-05,15307100.0,-2.2711072e-05
19620801,34.24,75.24,0,0001,0.24704778,0.25164348,0.0035366868,0.44118923,0.41230845,1.1953602,6.442954e-07,8.368986e-06,18023996.0,-3.0923997e-07
19620901,34.24,75.24,0,0001,-0.046376817,0.2405811,0.006379895,0.04158204,0.5824777,1.1929512,2.1337415e-05,8.435792e-06,13564974.0,-1.7041079e-05
19621001,34.24,75.24,0,0001,-0.74491316,-0.27862334,0.0013571011,-1.0890198,-0.01843851,1.3156862,1.2218265e-05,5.4380707e-06,10540699.0,-3.652864e-05
19621101,34.24,75.24,0,0001,-0.90650547,-0.44022173,0.0031372088,-1.2249794,0.21034318,1.5203829,3.5899895e-05,1.7390776e-06,5992049.0,-1.9720072e-05
19621201,34.24,75.24,0,0001,-1.2422895,-0.84201574,0.0033810937,-1.9654217,-0.53601944,1.8772001,3.9065766e-05,7.368362e-08,2723034.0,-1.5842292e-05
19630101,34.24,75.24,0,0001,-1.4301043,-1.0488882,0.000111462316,-2.5184526,-1.2344217,2.0462008,1.2909995e-06,2.3656327e-07,4629099.0,-5.9582788e-05
19630201,34.24,75.24,0,0001,-0.98820335,-0.65396464,0.0026089163,-1.6461535,-0.5040674,1.5389795,2.9994088e-05,2.5493432e-07,4295267.0,-6.257124e-05
19630301,34.24,75.24,0,0001,-0.8734366,-0.4617936,0.010523997,-1.4889193,-0.21856982,1.4254026,0.000119712175,2.109392e-06,3902968.0,-5.2181844e-05
19630401,34.24,75.24,0,0001,-0.6497494,-0.26346356,0.0074446835,-1.002161,0.07542914,1.1735506,7.6123804e-05,4.4442408e-05,5975790.0,-0.00013429002
19630501,34.24,75.24,0,0001,-0.85877335,-0.38087714,0.0025685634,-1.2833624,-0.1225605,1.2855787,2.0888547e-05,0.00012418612,9623531.0,-0.00014668066
19630601,34.24,75.24,0,0001,-0.42015547,-0.21317995,0.0013410787,-0.59284335,-0.24104506,1.1324282,6.031702e-07,8.88184e-05,20028720.0,-0.00011652621
19630701,34.24,75.24,0,0001,-0.14369094,0.15214312,0.0035583943,0.039802,0.34832823,1.062521,2.6594316e-06,9.844643e-05,16837750.0,-2.2075968e-05
19630801,34.24,75.24,0,0001,0.23260778,0.2907288,0.0032672049,0.50178015,0.4919989,1.234828,6.854202e-08,1.8849069e-06,18139996.0,5.2039685e-08
19630901,34.24,75.24,0,0001,-0.006107539,0.24226534,0.0023406518,0.14470434,0.47823614,1.3590612,8.944179e-06,4.2645397e-06,16565032.0,-1.5197879e-05
19631001,34.24,75.24,0,0001,-0.43011874,-0.004688997,0.0011921523,-0.6674783,0.15465945,1.1981497,1.0631981e-05,4.1658022e-06,11431546.0,-3.8845494e-05
19631101,34.24,75.24,0,0001,-1.1941996,-0.7546673,0.0039809756,-1.96031,-0.67110956,1.6892548,4.5251014e-05,9.030432e-07,3177132.0,-6.2499676e-05
19631201,34.24,75.24,0,0001,-1.4221869,-0.9555439,0.002085627,-2.3182526,-0.8316762,2.0037088,2.3973553e-05,2.4958968e-07,2792646.0,-1.1455461e-05
19640101,34.24,75.24,0,0001,-0.84089106,-0.40320784,0.006558489,-1.1832228,0.50436205,1.5604982,7.544359e-05,2.5436043e-07,2378984.0,-5.6513854e-06
19640201,34.24,75.24,0,0001,-0.8491562,-0.48093474,0.0046122596,-1.1886234,0.12784404,1.4699821,5.3044394e-05,4.2083946e-07,3123050.0,-2.533858e-05
19640301,34.24,75.24,0,0001,-0.94218856,-0.5498622,0.0059090517,-1.5289516,-0.20738834,1.4936695,6.7181914e-05,2.0610732e-06,3891019.0,-4.8268077e-05
19640401,34.24,75.24,0,0001,-0.69157565,-0.18833888,0.007990751,-0.9001972,0.54407203,1.3085613,7.94877e-05,6.5189364e-05,6813326.0,-0.0001294236
19640501,34.24,75.24,0,0001,-0.8968414,-0.4237429,0.00217755,-1.5213299,-0.33147258,1.345911,1.9946747e-05,0.00011954861,10833840.0,-0.00022813107
19640601,34.24,75.24,0,0001,-0.57374567,-0.2450046,0.004595604,-1.039485,-0.24507123,1.1702986,1.9741929e-05,4.544652e-05,17262568.0,-9.709592e-05
19640701,34.24,75.24,0,0001,-0.42484295,-0.04188692,0.0071238466,-0.5494582,0.12664664,1.0139351,1.2803062e-05,7.97892e-05,14421677.0,-4.4830827e-05
19640801,34.24,75.24,0,0001,-0.2637251,0.103432596,0.0036483128,-0.14697409,0.27178752,1.038559,4.7979444e-08,0.000104787105,15098427.0,-6.9501666e-06
19640901,34.24,75.24,0,0001,-0.14082152,0.110452354,0.003169084,-0.11055654,0.28307623,1.280016,1.0001801e-05,2.0375388e-05,15605662.0,-1.3758926e-05
19641001,34.24,75.24,0,0001,-0.34847617,0.22076315,0.00021689793,-0.38904947,0.62534493,1.6635857,1.6745134e-06,6.934115e-06,15132777.0,-4.737082e-05
19641101,34.24,75.24,0,0001,-0.4035923,0.07520634,0.0013421436,-0.5425755,0.4218232,1.5015593,1.5194278e-05,4.7987005e-08,10381670.0,-1.4877724e-05
19641201,34.24,75.24,0,0001,-1.2171764,-0.72293,0.005197108,-1.7395563,-0.0458882,1.86938,5.9497426e-05,4.8366985e-07,2173410.0,-7.086959e-06
19650101,34.24,75.24,0,0001,-1.0619831,-0.6210441,0.003231691,-1.7162447,-0.16463572,1.621439,3.7233985e-05,6.3819033e-07,2968674.0,-3.3503267e-05
19650201,34.24,75.24,0,0001,-0.82807076,-0.3892901,0.007189732,-1.2587061,0.31126028,1.4219027,8.279036e-05,3.2416165e-07,2947740.0,-2.2200038e-05
19650301,34.24,75.24,0,0001,-0.7893755,-0.41207743,0.0057198815,-1.2862854,-0.07947749,1.3524513,6.527742e-05,1.337502e-06,4169428.0,-6.624081e-05
19650401,34.24,75.24,0,0001,-0.7109892,-0.2693178,0.008079968,-1.211256,0.07208216,1.2359152,8.849293e-05,2.2140783e-05,5707234.0,-0.00014458394
19650501,34.24,75.24,0,0001,-0.7687748,-0.39657366,0.0019107822,-1.279213,-0.40152782,1.2262487,1.3745706e-05,0.00013586896,11276504.0,-0.00021249012
19650601,34.24,75.24,0,0001,-0.52970374,-0.14006186,0.0018430185,-0.76463914,0.039827008,1.1829586,6.731105e-06,0.000106660664,17747326.0,-0.00012006519
19650701,34.24,75.24,0,0001,-0.25412828,0.016846515,0.003657357,-0.19981301,0.17206788,1.0416412,2.3442872e-06,9.8039716e-05,15869106.0,-1.9501458e-05
19650801,34.24,75.24,0,0001,-0.01881937,0.20507407,0.005757842,0.073144436,0.40469825,1.1933308,2.601023e-06,1.6782971e-05,17473852.0,-2.455352e-06
19650901,34.24,75.24,0,0001,-0.016231608,0.17938668,0.0018640473,0.1092276,0.39021254,1.3634243,7.777589e-06,6.0466036e-06,16875344.0,-1.5965896e-05
19651001,34.24,75.24,0,0001,-0.45026767,-0.09068781,0.0014066107,-0.6087637,0.03792598,1.2666464,7.678614e-06,3.040719e-06,11588056.0,-5.3317926e-05
19651101,34.24,75.24,0,0001,-1.0083799,-0.59385234,0.0016135934,-1.3694639,-0.25170386,1.6573915,1.822834e-05,4.6171954e-06,5026585.0,-0.00011149596
19651201,34.24,75.24,0,0001,-1.2732668,-0.80449665,0.0012139832,-1.7881365,-0.36571866,1.9459906,1.3904256e-05,1.0991189e-06,5548779.0,-0.00011978917
19660101,34.24,75.24,0,0001,-1.2614689,-0.9015949,0.0004600447,-2.1040783,-0.9180633,1.8274565,5.107695e-06,5.2071886e-07,4310062.0,-7.273861e-05
19660201,34.24,75.24,0,0001,-0.92637354,-0.46323168,0.006763857,-1.5109539,0.0073115006,1.4383965,7.732466e-05,6.439209e-06,3309495.0,-6.510613e-05
